data_sozdaniya_zakaza,status_perevozki,gruzootpravitel,gruzopoluchatel,tip_gruza,gorod_zagruzki,gorod_razgruzki,rasstoyanie_km,marka_model_avto,tip_kuzova,gruzopodemnost_tonn,data_viezda,planovaya_data_pribytiya,fakticheskaya_data_pribytiya,identification_otklonenie_ot_plana_dney,srok_dostavki,tonnazh_gruza_tonn,obem_gruza_m3,kolichestvo_pozitsiy,tarif_summa,sebestoimost_perevozki,pribyl
2025-08-15,Запланирована,коммерческая компания,коммерческая компания,Опасный груз,Красноярск,Ростов-на-Дону,1903.02,ГАЗель Next,Рефрижератор,25.0,,2025-07-21,,Незначительный,0,23.41,67.63,98,246370,195604,50766
2025-08-07,Доставлена,коммерческая компания,индивидуальный предприниматель,Стройматериалы,Калининград,Волгоград,2002.79,ГАЗель Next,Бортовой,25.0,2025-07-29,2025-08-07,2025-08-07,Нарушенный,9,19.24,59.71,37,266212,181091,85121
2025-07-24,В пути,коммерческая компания,коммерческая компания,Оборудование,Пермь,Омск,3641.1,КАМАЗ 5490,Тент,5.0,2025-08-18,2025-08-21,,Тревожный,3,3.47,9.97,43,489167,309623,179545
2025-08-09,Отменена,коммерческая компания,коммерческая компания,Оборудование,Мурманск,Хабаровск,1956.86,MAN TGS,Тент,10.0,,,,Незначительный,0,8.8,28.91,23,240277,145329,94948
2025-08-12,Запланирована,коммерческая компания,коммерческая компания,Оборудование,Воронеж,Волгоград,3295.87,ГАЗель Next,Бортовой,5.0,,2025-08-10,,Незначительный,0,2.78,8.95,76,483015,312388,170627
2025-08-28,В пути,коммерческая компания,коммерческая компания,Стройматериалы,Челябинск,Хабаровск,4168.09,КАМАЗ 5490,Рефрижератор,10.0,2025-07-30,2025-08-22,,Незначительный,2,6.38,17.7,94,537154,460571,76584
2025-08-24,В пути,некоммерческая организация,индивидуальный предприниматель,Оборудование,Самара,Мурманск,1152.07,Volvo FH,Рефрижератор,10.0,2025-07-08,2025-08-29,,Нарушенный,5,6.11,16.63,89,169922,135443,34480
2025-07-04,Доставлена,некоммерческая организация,коммерческая компания,Сырье,Сочи,Нижний Новгород,4815.02,КАМАЗ 5490,Фургон,20.0,2025-08-01,2025-08-07,2025-08-28,Нарушенный,6,18.27,51.41,56,494667,413619,81049
2025-08-12,Отменена,коммерческая компания,индивидуальный предприниматель,Продукты питания,Самара,Уфа,3235.56,ГАЗель Next,Цистерна,5.0,,,,Незначительный,0,2.86,9.21,73,449566,292888,156678
2025-07-03,Запланирована,коммерческая компания,коммерческая компания,Оборудование,Екатеринбург,Воронеж,1754.64,Volvo FH,Тент,5.0,,2025-07-25,,Незначительный,0,3.21,8.52,9,202530,136382,66148
2025-08-14,Отменена,интернет-магазин,коммерческая компания,ТНП,Челябинск,Красноярск,3305.24,Volvo FH,Тент,25.0,,,,Незначительный,0,13.48,43.68,96,490548,295099,195448
2025-07-27,Запланирована,интернет-магазин,некоммерческая организация,ТНП,Москва,Сочи,4960.68,Volvo FH,Тент,5.0,,2025-08-21,,Незначительный,0,3.1,9.21,28,538716,436678,102038
2025-08-02,Запланирована,коммерческая компания,коммерческая компания,Стройматериалы,Самара,Владивосток,4719.18,ГАЗель Next,Тент,25.0,,2025-08-09,,Незначительный,0,18.76,58.57,95,480779,386979,93799
2025-07-07,Доставлена,некоммерческая организация,коммерческая компания,Стройматериалы,Москва,Омск,1682.04,КАМАЗ 5490,Рефрижератор,5.0,2025-07-12,2025-08-05,2025-08-28,Незначительный,2,3.62,9.97,52,245890,177026,68864
2025-07-18,Доставлена,коммерческая компания,некоммерческая организация,Оборудование,Новосибирск,Хабаровск,3023.6,MAN TGS,Тент,25.0,2025-07-20,2025-07-22,2025-08-04,Незначительный,2,21.46,69.44,100,370145,291413,78732
2025-08-11,Проблемная,коммерческая компания,коммерческая компания,Опасный груз,Петрозаводск,Пермь,1719.92,ГАЗель Next,Тент,25.0,2025-07-17,2025-08-03,2025-08-26,Незначительный,1,23.12,76.28,22,251799,220913,30886
2025-07-20,В пути,коммерческая компания,коммерческая компания,Оборудование,Петрозаводск,Калининград,1540.18,ГАЗель Next,Рефрижератор,5.0,2025-07-16,2025-07-20,,Тревожный,4,2.51,7.05,66,188969,160831,28138
2025-07-12,Доставлена,коммерческая компания,коммерческая компания,Стройматериалы,Екатеринбург,Санкт-Петербург,533.31,ГАЗель Next,Рефрижератор,5.0,2025-07-30,2025-08-04,2025-08-11,Нарушенный,5,2.97,8.68,64,79304,50079,29225
2025-07-17,Доставлена,индивидуальный предприниматель,коммерческая компания,Стройматериалы,Волгоград,Уфа,3679.95,Volvo FH,Фургон,20.0,2025-07-13,2025-08-08,2025-08-29,Незначительный,2,10.26,33.64,11,384050,327181,56870
2025-08-21,Запланирована,индивидуальный предприниматель,коммерческая компания,Сырье,Новосибирск,Владивосток,4332.34,ГАЗель Next,Рефрижератор,5.0,,2025-08-16,,Незначительный,0,3.75,13.0,57,433992,333823,100169
2025-08-13,Доставлена,коммерческая компания,коммерческая компания,Опасный груз,Омск,Нижний Новгород,4900.1,КАМАЗ 5490,Цистерна,10.0,2025-07-13,2025-07-24,2025-08-19,Незначительный,1,7.83,27.12,86,679358,556041,123317
2025-07-12,Доставлена,коммерческая компания,коммерческая компания,Стройматериалы,Нижний Новгород,Калининград,2756.88,ГАЗель Next,Фургон,20.0,2025-07-13,2025-07-18,2025-07-22,Нарушенный,5,19.7,61.26,84,369834,328407,41427
2025-07-14,Запланирована,коммерческая компания,коммерческая компания,Опасный груз,Казань,Петрозаводск,4602.88,КАМАЗ 5490,Цистерна,20.0,,2025-08-20,,Незначительный,0,19.45,50.69,55,673379,569999,103380
2025-08-27,Отменена,индивидуальный предприниматель,коммерческая компания,Стройматериалы,Владивосток,Волгоград,3248.86,Volvo FH,Фургон,20.0,,,,Незначительный,0,15.2,39.25,10,411465,331183,80282
2025-08-28,Запланирована,коммерческая компания,индивидуальный предприниматель,Сырье,Екатеринбург,Санкт-Петербург,2933.37,КАМАЗ 5490,Бортовой,25.0,,2025-07-25,,Незначительный,0,17.42,47.61,26,322407,249859,72548
2025-07-20,Отменена,коммерческая компания,индивидуальный предприниматель,Опасный груз,Калининград,Красноярск,1413.76,ГАЗель Next,Рефрижератор,5.0,,,,Незначительный,0,4.98,16.93,59,153229,118070,35159
2025-07-28,Доставлена,коммерческая компания,коммерческая компания,Стройматериалы,Воронеж,Волгоград,4504.6,КАМАЗ 5490,Цистерна,5.0,2025-07-23,2025-08-17,2025-08-21,Незначительный,2,3.29,9.67,5,601494,372193,229301
